Raw Weather Data for La Canada Flintridge, CA
	Average Visibility
2006-04-25	8.7	BURBANK-GLENDALE-PAS
2006-05-01	3.7	BURBANK-GLENDALE-PAS
2006-05-03	5.5	BURBANK-GLENDALE-PAS
2006-05-10	4.7	BURBANK-GLENDALE-PAS
2006-05-13	4.6	BURBANK-GLENDALE-PAS
2006-07-27	8.0	BURBANK-GLENDALE-PAS
2006-07-28	9.8	BURBANK-GLENDALE-PAS
2006-07-29	9.6	BURBANK-GLENDALE-PAS
2006-07-30	10.0	BURBANK-GLENDALE-PAS
2006-07-31	9.6	BURBANK-GLENDALE-PAS
2006-08-01	10.0	BURBANK-GLENDALE-PAS
2006-08-02	10.0	BURBANK-GLENDALE-PAS
2006-08-03	8.1	BURBANK-GLENDALE-PAS
2006-08-04	7.4	BURBANK-GLENDALE-PAS
2006-08-05	9.8	BURBANK-GLENDALE-PAS
2006-08-06	10.0	BURBANK-GLENDALE-PAS
2006-08-07	9.2	BURBANK-GLENDALE-PAS
2006-08-08	10.0	BURBANK-GLENDALE-PAS
2006-08-09	9.7	BURBANK-GLENDALE-PAS
2006-08-10	9.6	BURBANK-GLENDALE-PAS
2006-08-11	8.2	BURBANK-GLENDALE-PAS
2006-08-12	6.9	BURBANK-GLENDALE-PAS
2006-08-13	7.2	BURBANK-GLENDALE-PAS
2006-08-14	7.3	BURBANK-GLENDALE-PAS
2006-08-15	8.7	BURBANK-GLENDALE-PAS
2006-10-20	10.0	BURBANK-GLENDALE-PAS
2006-10-21	10.0	BURBANK-GLENDALE-PAS
2006-10-22	9.7	BURBANK-GLENDALE-PAS
2006-10-23	10.0	BURBANK-GLENDALE-PAS
2006-10-24	9.3	BURBANK-GLENDALE-PAS
2006-10-25	3.7	BURBANK-GLENDALE-PAS
2006-10-26	7.7	BURBANK-GLENDALE-PAS
2006-10-27	10.0	BURBANK-GLENDALE-PAS
2006-10-28	10.0	BURBANK-GLENDALE-PAS
2006-10-29	9.5	BURBANK-GLENDALE-PAS
2006-11-30	9.8	BURBANK-GLENDALE-PAS
2007-03-13	10.0	BURBANK-GLENDALE-PAS
2007-03-14	5.8	BURBANK-GLENDALE-PAS
2007-03-15	4.6	BURBANK-GLENDALE-PAS
2007-03-25	8.4	BURBANK-GLENDALE-PAS
2007-03-26	4.9	BURBANK-GLENDALE-PAS
2007-05-04	10.0	BURBANK-GLENDALE-PAS
2007-05-06	10.0	BURBANK-GLENDALE-PAS
2007-05-07	10.0	BURBANK-GLENDALE-PAS
2007-05-08	10.0	BURBANK-GLENDALE-PAS
2007-05-09	10.0	BURBANK-GLENDALE-PAS
2007-05-10	9.6	BURBANK-GLENDALE-PAS
2007-05-11	9.9	BURBANK-GLENDALE-PAS
2007-05-12	7.5	BURBANK-GLENDALE-PAS
2007-05-13	8.0	BURBANK-GLENDALE-PAS
2007-05-14	8.0	BURBANK-GLENDALE-PAS
2007-05-15	5.3	BURBANK-GLENDALE-PAS
2007-05-16	5.0	BURBANK-GLENDALE-PAS
2007-05-17	4.8	BURBANK-GLENDALE-PAS
2007-05-18	4.9	BURBANK-GLENDALE-PAS
2007-05-19	4.6	BURBANK-GLENDALE-PAS
2007-05-20	5.0	BURBANK-GLENDALE-PAS
2007-07-08	7.0	BURBANK-GLENDALE-PAS
2007-07-10	7.5	BURBANK-GLENDALE-PAS
2007-07-11	9.1	BURBANK-GLENDALE-PAS
2007-08-08	10.0	BURBANK-GLENDALE-PAS
2007-08-09	10.0	BURBANK-GLENDALE-PAS
2007-08-10	8.5	BURBANK-GLENDALE-PAS
2007-08-11	5.8	BURBANK-GLENDALE-PAS
2007-08-12	8.7	BURBANK-GLENDALE-PAS
2007-08-13	10.0	BURBANK-GLENDALE-PAS
2007-08-22	9.1	BURBANK-GLENDALE-PAS
2007-08-23	7.3	BURBANK-GLENDALE-PAS
2007-08-24	6.2	BURBANK-GLENDALE-PAS
2007-08-25	9.3	BURBANK-GLENDALE-PAS
2007-08-26	10.0	BURBANK-GLENDALE-PAS
2007-08-27	10.0	BURBANK-GLENDALE-PAS
2007-08-28	10.0	BURBANK-GLENDALE-PAS
2007-08-29	10.0	BURBANK-GLENDALE-PAS
2007-08-30	10.0	BURBANK-GLENDALE-PAS
2007-08-31	10.0	BURBANK-GLENDALE-PAS
2007-09-01	10.0	BURBANK-GLENDALE-PAS
2007-09-02	10.0	BURBANK-GLENDALE-PAS
2007-09-03	10.0	BURBANK-GLENDALE-PAS
2007-09-04	10.0	BURBANK-GLENDALE-PAS
2007-10-06	10.0	BURBANK-GLENDALE-PAS
2007-10-07	10.0	BURBANK-GLENDALE-PAS
2007-10-15	3.5	BURBANK-GLENDALE-PAS
2007-10-16	6.3	BURBANK-GLENDALE-PAS
2007-10-17	9.7	BURBANK-GLENDALE-PAS
2007-10-18	10.0	BURBANK-GLENDALE-PAS
2007-10-19	10.0	BURBANK-GLENDALE-PAS
2007-10-20	10.0	BURBANK-GLENDALE-PAS
2007-10-21	10.0	BURBANK-GLENDALE-PAS
2007-10-22	10.0	BURBANK-GLENDALE-PAS
2007-10-23	10.0	BURBANK-GLENDALE-PAS
2007-10-24	10.0	BURBANK-GLENDALE-PAS
2007-10-25	9.5	BURBANK-GLENDALE-PAS
2007-10-26	6.0	BURBANK-GLENDALE-PAS
2007-10-27	6.0	BURBANK-GLENDALE-PAS
2007-10-28	10.0	BURBANK-GLENDALE-PAS
2007-10-29	10.0	BURBANK-GLENDALE-PAS
2007-10-30	9.8	BURBANK-GLENDALE-PAS
2007-10-31	9.6	BURBANK-GLENDALE-PAS
2007-11-01	7.3	BURBANK-GLENDALE-PAS
2007-11-02	3.8	BURBANK-GLENDALE-PAS
2007-11-03	5.5	BURBANK-GLENDALE-PAS
2007-11-24	10.0	BURBANK-GLENDALE-PAS
2007-11-29	9.9	BURBANK-GLENDALE-PAS
2007-12-27	10.0	BURBANK-GLENDALE-PAS
2007-12-28	10.0	BURBANK-GLENDALE-PAS
2007-12-29	10.0	BURBANK-GLENDALE-PAS
2007-12-30	6.3	BURBANK-GLENDALE-PAS
2007-12-31	7.0	BURBANK-GLENDALE-PAS
2008-01-01	9.8	BURBANK-GLENDALE-PAS
2008-01-02	10.0	BURBANK-GLENDALE-PAS
2008-10-10	0.2	MOUNT WILSON
2008-10-23	10.0	BURBANK-GLENDALE-PAS
2008-10-24	0.3	MOUNT WILSON
2008-11-24	5.5	BURBANK-GLENDALE-PAS
2008-12-10	0.3	MOUNT WILSON
2008-12-13	0.7	MOUNT WILSON
2008-12-17	0.1	MOUNT WILSON
2008-12-27	0.3	MOUNT WILSON
2009-01-03	4.1	BURBANK-GLENDALE-PAS
2010-01-04	0.3	MOUNT WILSON
2010-01-15	0.2	MOUNT WILSON
2010-02-10	10.0	BURBANK-GLENDALE-PAS
2010-02-11	10.0	BURBANK-GLENDALE-PAS
2010-02-12	7.6	BURBANK-GLENDALE-PAS
2010-02-13	9.8	BURBANK-GLENDALE-PAS
2010-02-14	10.0	BURBANK-GLENDALE-PAS
2010-02-15	10.0	BURBANK-GLENDALE-PAS
2010-02-16	10.0	BURBANK-GLENDALE-PAS
2010-02-17	10.0	BURBANK-GLENDALE-PAS
2010-02-18	8.7	BURBANK-GLENDALE-PAS
2010-02-19	7.5	BURBANK-GLENDALE-PAS
2010-02-20	9.9	BURBANK-GLENDALE-PAS
2010-02-21	10.0	BURBANK-GLENDALE-PAS
2010-02-22	9.8	BURBANK-GLENDALE-PAS
2010-02-23	10.0	BURBANK-GLENDALE-PAS
2010-02-24	10.0	BURBANK-GLENDALE-PAS
2010-02-25	6.6	BURBANK-GLENDALE-PAS
2010-02-26	10.0	BURBANK-GLENDALE-PAS
2010-02-27	7.9	BURBANK-GLENDALE-PAS
2010-02-28	9.9	BURBANK-GLENDALE-PAS
2010-03-01	10.0	BURBANK-GLENDALE-PAS
2010-03-02	9.6	BURBANK-GLENDALE-PAS
2010-03-03	10.0	BURBANK-GLENDALE-PAS
2010-03-04	9.7	BURBANK-GLENDALE-PAS
2010-03-05	10.0	BURBANK-GLENDALE-PAS
2010-03-06	9.5	BURBANK-GLENDALE-PAS
2010-03-07	9.2	BURBANK-GLENDALE-PAS
2010-03-08	10.0	BURBANK-GLENDALE-PAS
2010-03-09	10.0	BURBANK-GLENDALE-PAS
2010-03-10	10.0	BURBANK-GLENDALE-PAS
2010-03-11	10.0	BURBANK-GLENDALE-PAS
2010-03-12	10.0	BURBANK-GLENDALE-PAS
2010-03-13	10.0	BURBANK-GLENDALE-PAS
2010-03-14	10.0	BURBANK-GLENDALE-PAS
2010-03-15	10.0	BURBANK-GLENDALE-PAS
2010-03-16	10.0	BURBANK-GLENDALE-PAS
2010-03-17	10.0	BURBANK-GLENDALE-PAS
2010-03-18	10.0	BURBANK-GLENDALE-PAS
2010-03-19	8.0	BURBANK-GLENDALE-PAS
2010-03-20	10.0	BURBANK-GLENDALE-PAS
2010-03-21	10.0	BURBANK-GLENDALE-PAS
2010-03-22	10.0	BURBANK-GLENDALE-PAS
2010-03-23	10.0	BURBANK-GLENDALE-PAS
2010-03-24	9.7	BURBANK-GLENDALE-PAS
2010-03-25	8.3	BURBANK-GLENDALE-PAS
2010-03-26	10.0	BURBANK-GLENDALE-PAS
2010-03-27	10.0	BURBANK-GLENDALE-PAS
2010-03-28	10.0	BURBANK-GLENDALE-PAS
2010-03-29	9.8	BURBANK-GLENDALE-PAS
2010-03-30	10.0	BURBANK-GLENDALE-PAS
2010-03-31	9.8	BURBANK-GLENDALE-PAS
2010-04-01	10.0	BURBANK-GLENDALE-PAS
2010-04-02	10.0	BURBANK-GLENDALE-PAS
2010-04-03	10.0	BURBANK-GLENDALE-PAS
2010-04-04	10.0	BURBANK-GLENDALE-PAS
2010-04-05	8.4	BURBANK-GLENDALE-PAS
2010-04-06	10.0	BURBANK-GLENDALE-PAS
2010-04-07	10.0	BURBANK-GLENDALE-PAS
2010-04-08	10.0	BURBANK-GLENDALE-PAS
2010-04-09	10.0	BURBANK-GLENDALE-PAS
2010-04-10	9.8	BURBANK-GLENDALE-PAS
2010-04-11	10.0	BURBANK-GLENDALE-PAS
2010-04-12	8.8	BURBANK-GLENDALE-PAS
2010-04-13	10.0	BURBANK-GLENDALE-PAS
2010-04-14	10.0	BURBANK-GLENDALE-PAS
2010-04-15	10.0	BURBANK-GLENDALE-PAS
2010-04-16	10.0	BURBANK-GLENDALE-PAS
2010-04-17	10.0	BURBANK-GLENDALE-PAS
2010-04-18	10.0	BURBANK-GLENDALE-PAS
2010-04-19	9.6	BURBANK-GLENDALE-PAS
2010-04-20	9.7	BURBANK-GLENDALE-PAS
2010-04-21	9.9	BURBANK-GLENDALE-PAS
2010-04-22	10.0	BURBANK-GLENDALE-PAS
2010-04-23	10.0	BURBANK-GLENDALE-PAS
2010-04-24	10.0	BURBANK-GLENDALE-PAS
2010-04-25	9.9	BURBANK-GLENDALE-PAS
2010-04-26	7.2	BURBANK-GLENDALE-PAS
2010-04-27	5.6	BURBANK-GLENDALE-PAS
2010-04-28	8.9	BURBANK-GLENDALE-PAS
2010-04-29	10.0	BURBANK-GLENDALE-PAS
2010-04-30	10.0	BURBANK-GLENDALE-PAS
2010-05-01	10.0	BURBANK-GLENDALE-PAS
2010-05-02	10.0	BURBANK-GLENDALE-PAS
2010-05-03	10.0	BURBANK-GLENDALE-PAS
2010-05-04	10.0	BURBANK-GLENDALE-PAS
2010-05-05	10.0	BURBANK-GLENDALE-PAS
2010-05-06	9.4	BURBANK-GLENDALE-PAS
2010-05-07	10.0	BURBANK-GLENDALE-PAS
2010-05-08	10.0	BURBANK-GLENDALE-PAS
2010-05-09	10.0	BURBANK-GLENDALE-PAS
2010-05-10	10.0	BURBANK-GLENDALE-PAS
2010-05-11	10.0	BURBANK-GLENDALE-PAS
2010-05-12	10.0	BURBANK-GLENDALE-PAS
2010-05-13	10.0	BURBANK-GLENDALE-PAS
2010-05-14	9.1	BURBANK-GLENDALE-PAS
2010-05-15	6.5	BURBANK-GLENDALE-PAS
2010-05-16	6.3	BURBANK-GLENDALE-PAS
2010-05-17	5.0	BURBANK-GLENDALE-PAS
2010-05-18	8.6	BURBANK-GLENDALE-PAS
2010-05-19	9.2	BURBANK-GLENDALE-PAS
2010-05-20	9.6	BURBANK-GLENDALE-PAS
2010-05-21	9.6	BURBANK-GLENDALE-PAS
2010-05-22	10.0	BURBANK-GLENDALE-PAS
2010-05-23	10.0	BURBANK-GLENDALE-PAS
2010-05-24	10.0	BURBANK-GLENDALE-PAS
2010-05-25	10.0	BURBANK-GLENDALE-PAS
2010-05-26	9.9	BURBANK-GLENDALE-PAS
2010-05-27	9.4	BURBANK-GLENDALE-PAS
2010-05-28	10.0	BURBANK-GLENDALE-PAS
2010-05-29	10.0	BURBANK-GLENDALE-PAS
2010-05-30	10.0	BURBANK-GLENDALE-PAS
2010-05-31	9.3	BURBANK-GLENDALE-PAS
2010-06-01	9.1	BURBANK-GLENDALE-PAS
2010-06-02	9.3	BURBANK-GLENDALE-PAS
2010-06-03	7.8	BURBANK-GLENDALE-PAS
2010-06-04	6.5	BURBANK-GLENDALE-PAS
2010-06-05	7.1	BURBANK-GLENDALE-PAS
2010-06-06	6.5	BURBANK-GLENDALE-PAS
2010-06-07	6.9	BURBANK-GLENDALE-PAS
2010-06-08	7.4	BURBANK-GLENDALE-PAS
2010-06-09	9.4	BURBANK-GLENDALE-PAS
2010-06-10	9.6	BURBANK-GLENDALE-PAS
2010-06-11	10.0	BURBANK-GLENDALE-PAS
2010-06-12	10.0	BURBANK-GLENDALE-PAS
2010-06-13	9.6	BURBANK-GLENDALE-PAS
2010-06-14	9.9	BURBANK-GLENDALE-PAS
2010-06-15	9.2	BURBANK-GLENDALE-PAS
2010-06-16	9.7	BURBANK-GLENDALE-PAS
2010-06-17	9.4	BURBANK-GLENDALE-PAS
2010-06-18	8.7	BURBANK-GLENDALE-PAS
2010-06-19	10.0	BURBANK-GLENDALE-PAS
2010-06-20	10.0	BURBANK-GLENDALE-PAS
2010-06-21	10.0	BURBANK-GLENDALE-PAS
2010-06-22	9.5	BURBANK-GLENDALE-PAS
2010-06-23	8.7	BURBANK-GLENDALE-PAS
2010-06-24	8.3	BURBANK-GLENDALE-PAS
2010-06-25	8.4	BURBANK-GLENDALE-PAS
2010-06-26	9.8	BURBANK-GLENDALE-PAS
2010-06-27	8.7	BURBANK-GLENDALE-PAS
2010-06-28	7.1	BURBANK-GLENDALE-PAS
2010-06-29	7.6	BURBANK-GLENDALE-PAS
2010-06-30	7.1	BURBANK-GLENDALE-PAS
2010-07-01	7.7	BURBANK-GLENDALE-PAS
2010-07-02	9.9	BURBANK-GLENDALE-PAS
2010-07-03	9.5	BURBANK-GLENDALE-PAS
2010-07-04	9.7	BURBANK-GLENDALE-PAS
2010-07-05	7.9	BURBANK-GLENDALE-PAS
2010-07-06	7.5	BURBANK-GLENDALE-PAS
2010-07-07	7.9	BURBANK-GLENDALE-PAS
2010-07-08	8.0	BURBANK-GLENDALE-PAS
2010-07-09	7.0	BURBANK-GLENDALE-PAS
2010-07-10	7.5	BURBANK-GLENDALE-PAS
2010-07-11	7.3	BURBANK-GLENDALE-PAS
2010-07-12	8.8	BURBANK-GLENDALE-PAS
2010-07-13	10.0	BURBANK-GLENDALE-PAS
2010-07-14	10.0	BURBANK-GLENDALE-PAS
2010-07-15	10.0	BURBANK-GLENDALE-PAS
2010-07-16	10.0	BURBANK-GLENDALE-PAS
2010-07-17	10.0	BURBANK-GLENDALE-PAS
2010-07-18	10.0	BURBANK-GLENDALE-PAS
2010-07-19	9.3	BURBANK-GLENDALE-PAS
2010-07-20	8.2	BURBANK-GLENDALE-PAS
2010-07-21	7.5	BURBANK-GLENDALE-PAS
2010-07-22	8.3	BURBANK-GLENDALE-PAS
2010-07-23	8.1	BURBANK-GLENDALE-PAS
2010-07-24	9.8	BURBANK-GLENDALE-PAS
2010-07-25	9.6	BURBANK-GLENDALE-PAS
2010-07-26	8.2	BURBANK-GLENDALE-PAS
2010-07-27	7.7	BURBANK-GLENDALE-PAS
2010-07-28	10.0	BURBANK-GLENDALE-PAS
2010-07-29	10.0	BURBANK-GLENDALE-PAS
2010-07-30	10.0	BURBANK-GLENDALE-PAS
2010-07-31	7.3	BURBANK-GLENDALE-PAS
2010-08-01	7.7	BURBANK-GLENDALE-PAS
2010-08-02	9.9	BURBANK-GLENDALE-PAS
2010-08-03	10.0	BURBANK-GLENDALE-PAS
2010-08-04	9.1	BURBANK-GLENDALE-PAS
2010-08-05	7.0	BURBANK-GLENDALE-PAS
2010-08-06	7.4	BURBANK-GLENDALE-PAS
2010-08-07	7.5	BURBANK-GLENDALE-PAS
2010-08-08	8.9	BURBANK-GLENDALE-PAS
2010-08-09	9.6	BURBANK-GLENDALE-PAS
2010-08-10	7.8	BURBANK-GLENDALE-PAS
2010-08-11	8.2	BURBANK-GLENDALE-PAS
2010-08-12	9.9	BURBANK-GLENDALE-PAS
2010-08-13	10.0	BURBANK-GLENDALE-PAS
2010-08-14	10.0	BURBANK-GLENDALE-PAS
2010-08-15	10.0	BURBANK-GLENDALE-PAS
2010-08-16	10.0	BURBANK-GLENDALE-PAS
2010-08-17	10.0	BURBANK-GLENDALE-PAS
2010-08-18	10.0	BURBANK-GLENDALE-PAS
2010-08-19	10.0	BURBANK-GLENDALE-PAS
2010-08-20	10.0	BURBANK-GLENDALE-PAS
2010-08-21	10.0	BURBANK-GLENDALE-PAS
2010-08-22	10.0	BURBANK-GLENDALE-PAS
2010-08-23	10.0	BURBANK-GLENDALE-PAS
2010-08-24	10.0	BURBANK-GLENDALE-PAS
2010-08-25	10.0	BURBANK-GLENDALE-PAS
2010-08-26	10.0	BURBANK-GLENDALE-PAS
2010-08-27	10.0	BURBANK-GLENDALE-PAS
2010-08-28	8.9	BURBANK-GLENDALE-PAS
2010-08-29	10.0	BURBANK-GLENDALE-PAS
2010-08-30	10.0	BURBANK-GLENDALE-PAS
2010-08-31	10.0	BURBANK-GLENDALE-PAS
2010-09-01	10.0	BURBANK-GLENDALE-PAS
2010-09-02	9.4	BURBANK-GLENDALE-PAS
2010-09-03	10.0	BURBANK-GLENDALE-PAS
2010-09-04	10.0	BURBANK-GLENDALE-PAS
2010-09-05	10.0	BURBANK-GLENDALE-PAS
2010-09-06	7.0	BURBANK-GLENDALE-PAS
2010-09-07	7.7	BURBANK-GLENDALE-PAS
2010-09-08	9.5	BURBANK-GLENDALE-PAS
2010-09-09	10.0	BURBANK-GLENDALE-PAS
2010-09-10	10.0	BURBANK-GLENDALE-PAS
2010-09-11	10.0	BURBANK-GLENDALE-PAS
2010-09-12	6.9	BURBANK-GLENDALE-PAS
2010-09-13	9.9	BURBANK-GLENDALE-PAS
2010-09-14	10.0	BURBANK-GLENDALE-PAS
2010-09-15	10.0	BURBANK-GLENDALE-PAS
2010-09-16	10.0	BURBANK-GLENDALE-PAS
2010-09-17	8.2	BURBANK-GLENDALE-PAS
2010-09-18	8.1	BURBANK-GLENDALE-PAS
2010-09-19	10.0	BURBANK-GLENDALE-PAS
2010-09-20	10.0	BURBANK-GLENDALE-PAS
2010-09-21	5.4	BURBANK-GLENDALE-PAS
2010-09-22	8.7	BURBANK-GLENDALE-PAS
2010-09-23	10.0	BURBANK-GLENDALE-PAS
2010-09-24	10.0	BURBANK-GLENDALE-PAS
2010-09-25	10.0	BURBANK-GLENDALE-PAS
2010-09-26	9.8	BURBANK-GLENDALE-PAS
2010-09-27	10.0	BURBANK-GLENDALE-PAS
2010-09-28	10.0	BURBANK-GLENDALE-PAS
2010-09-29	10.0	BURBANK-GLENDALE-PAS
2010-09-30	10.0	BURBANK-GLENDALE-PAS
2010-10-01	10.0	BURBANK-GLENDALE-PAS
2010-10-02	9.9	BURBANK-GLENDALE-PAS
2010-10-03	9.0	BURBANK-GLENDALE-PAS
2010-10-04	5.2	BURBANK-GLENDALE-PAS
2010-10-05	9.8	BURBANK-GLENDALE-PAS
2010-10-06	8.3	BURBANK-GLENDALE-PAS
2010-10-07	9.6	BURBANK-GLENDALE-PAS
2010-10-08	10.0	BURBANK-GLENDALE-PAS
2010-10-09	10.0	BURBANK-GLENDALE-PAS
2010-10-10	10.0	BURBANK-GLENDALE-PAS
2010-10-11	10.0	BURBANK-GLENDALE-PAS
2010-10-12	6.1	BURBANK-GLENDALE-PAS
2010-10-13	7.3	BURBANK-GLENDALE-PAS
2010-10-14	4.8	BURBANK-GLENDALE-PAS
2010-10-15	4.1	BURBANK-GLENDALE-PAS
2010-10-16	3.6	BURBANK-GLENDALE-PAS
2010-10-17	4.1	BURBANK-GLENDALE-PAS
2010-10-18	5.9	BURBANK-GLENDALE-PAS
2010-10-19	6.9	BURBANK-GLENDALE-PAS
2010-10-20	6.2	BURBANK-GLENDALE-PAS
2010-10-21	8.6	BURBANK-GLENDALE-PAS
2010-10-22	8.4	BURBANK-GLENDALE-PAS
2010-10-23	9.2	BURBANK-GLENDALE-PAS
2010-10-24	9.7	BURBANK-GLENDALE-PAS
2010-10-25	6.4	BURBANK-GLENDALE-PAS
2010-10-26	10.0	BURBANK-GLENDALE-PAS
2010-10-27	10.0	BURBANK-GLENDALE-PAS
2010-10-28	10.0	BURBANK-GLENDALE-PAS
2010-10-29	10.0	BURBANK-GLENDALE-PAS
2010-10-30	9.3	BURBANK-GLENDALE-PAS
2010-10-31	10.0	BURBANK-GLENDALE-PAS
2010-11-01	10.0	BURBANK-GLENDALE-PAS
2010-11-02	10.0	BURBANK-GLENDALE-PAS
2010-11-03	10.0	BURBANK-GLENDALE-PAS
2010-11-04	10.0	BURBANK-GLENDALE-PAS
2010-11-05	10.0	BURBANK-GLENDALE-PAS
2010-11-06	10.0	BURBANK-GLENDALE-PAS
2010-11-07	10.0	BURBANK-GLENDALE-PAS
2010-11-08	8.4	BURBANK-GLENDALE-PAS
2010-11-09	10.0	BURBANK-GLENDALE-PAS
2010-11-10	10.0	BURBANK-GLENDALE-PAS
2010-11-11	10.0	BURBANK-GLENDALE-PAS
2010-11-12	10.0	BURBANK-GLENDALE-PAS
2010-11-13	10.0	BURBANK-GLENDALE-PAS
2010-11-14	10.0	BURBANK-GLENDALE-PAS
2010-11-15	10.0	BURBANK-GLENDALE-PAS
2010-11-16	10.0	BURBANK-GLENDALE-PAS
2010-11-17	6.2	BURBANK-GLENDALE-PAS
2010-11-18	9.5	BURBANK-GLENDALE-PAS
2010-11-19	6.3	BURBANK-GLENDALE-PAS
2010-11-20	7.2	BURBANK-GLENDALE-PAS
2010-11-21	9.5	BURBANK-GLENDALE-PAS
2010-11-22	10.0	BURBANK-GLENDALE-PAS
2010-11-23	10.0	BURBANK-GLENDALE-PAS
2010-11-24	10.0	BURBANK-GLENDALE-PAS
2010-11-25	10.0	BURBANK-GLENDALE-PAS
2010-11-26	10.0	BURBANK-GLENDALE-PAS
2010-11-27	10.0	BURBANK-GLENDALE-PAS
2010-11-28	9.7	BURBANK-GLENDALE-PAS
2010-11-29	10.0	BURBANK-GLENDALE-PAS
2010-11-30	10.0	BURBANK-GLENDALE-PAS
2010-12-01	10.0	BURBANK-GLENDALE-PAS
2010-12-02	10.0	BURBANK-GLENDALE-PAS
2010-12-03	9.8	BURBANK-GLENDALE-PAS
2010-12-04	9.3	BURBANK-GLENDALE-PAS
2010-12-05	9.9	BURBANK-GLENDALE-PAS
2010-12-07	10.0	BURBANK-GLENDALE-PAS
2010-12-08	10.0	BURBANK-GLENDALE-PAS
2010-12-09	10.0	BURBANK-GLENDALE-PAS
2010-12-10	9.5	BURBANK-GLENDALE-PAS
2010-12-11	10.0	BURBANK-GLENDALE-PAS
2010-12-12	10.0	BURBANK-GLENDALE-PAS
2010-12-13	10.0	BURBANK-GLENDALE-PAS
2010-12-14	8.1	BURBANK-GLENDALE-PAS
2010-12-15	3.9	BURBANK-GLENDALE-PAS
2010-12-16	8.6	BURBANK-GLENDALE-PAS
2010-12-17	8.8	BURBANK-GLENDALE-PAS
2010-12-18	5.0	BURBANK-GLENDALE-PAS
2010-12-19	3.1	BURBANK-GLENDALE-PAS
2010-12-20	5.7	BURBANK-GLENDALE-PAS
2010-12-21	8.1	BURBANK-GLENDALE-PAS
2010-12-22	6.5	BURBANK-GLENDALE-PAS
2010-12-23	9.6	BURBANK-GLENDALE-PAS
2010-12-24	9.9	BURBANK-GLENDALE-PAS
2010-12-25	8.7	BURBANK-GLENDALE-PAS
2010-12-26	8.3	BURBANK-GLENDALE-PAS
2010-12-27	10.0	BURBANK-GLENDALE-PAS
2010-12-28	10.0	BURBANK-GLENDALE-PAS
2010-12-29	8.0	BURBANK-GLENDALE-PAS
2010-12-30	10.0	BURBANK-GLENDALE-PAS
2010-12-31	10.0	BURBANK-GLENDALE-PAS
2010-12-06	7.1	BURBANK-GLENDALE-PAS
2011-01-01	10.0	BURBANK-GLENDALE-PAS
2011-01-03	9.0	BURBANK-GLENDALE-PAS
2011-01-04	10.0	BURBANK-GLENDALE-PAS
2011-01-05	10.0	BURBANK-GLENDALE-PAS
2011-01-06	10.0	BURBANK-GLENDALE-PAS
2011-01-07	10.0	BURBANK-GLENDALE-PAS
2011-01-08	6.1	BURBANK-GLENDALE-PAS
2011-01-09	8.4	BURBANK-GLENDALE-PAS
2011-01-10	9.4	BURBANK-GLENDALE-PAS
2011-01-11	10.0	BURBANK-GLENDALE-PAS
2011-01-12	10.0	BURBANK-GLENDALE-PAS
2011-01-13	10.0	BURBANK-GLENDALE-PAS
2011-01-14	10.0	BURBANK-GLENDALE-PAS
2011-01-15	10.0	BURBANK-GLENDALE-PAS
2011-01-16	10.0	BURBANK-GLENDALE-PAS
2011-01-17	10.0	BURBANK-GLENDALE-PAS
2011-01-18	10.0	BURBANK-GLENDALE-PAS
2011-01-19	9.7	BURBANK-GLENDALE-PAS
2011-01-20	6.7	BURBANK-GLENDALE-PAS
2011-01-21	10.0	BURBANK-GLENDALE-PAS
2011-01-22	10.0	BURBANK-GLENDALE-PAS
2011-01-23	9.9	BURBANK-GLENDALE-PAS
2011-01-24	10.0	BURBANK-GLENDALE-PAS
2011-01-29	10.0	BURBANK-GLENDALE-PAS
2011-03-05	10.0	BURBANK-GLENDALE-PAS
2011-03-06	10.0	BURBANK-GLENDALE-PAS
2011-03-09	10.0	BURBANK-GLENDALE-PAS
2011-03-10	10.0	BURBANK-GLENDALE-PAS
2011-03-11	10.0	BURBANK-GLENDALE-PAS
2011-03-12	8.8	BURBANK-GLENDALE-PAS
2011-03-13	9.9	BURBANK-GLENDALE-PAS
2011-03-14	10.0	BURBANK-GLENDALE-PAS
2011-03-15	10.0	BURBANK-GLENDALE-PAS
2011-03-16	10.0	BURBANK-GLENDALE-PAS
2011-03-28	10.0	BURBANK-GLENDALE-PAS
2012-10-17	10.0	BURBANK-GLENDALE-PAS
2013-01-02	0.2	MOUNT WILSON
2013-02-15	0.2	MOUNT WILSON
2013-03-21	0.2	MOUNT WILSON
2014-02-02	10.0	BURBANK-GLENDALE-PAS
2015-05-14	9.9	BURBANK-GLENDALE-PAS
2015-05-15	10.0	BURBANK-GLENDALE-PAS
2015-05-16	10.0	BURBANK-GLENDALE-PAS
2015-05-17	10.0	BURBANK-GLENDALE-PAS
2015-05-18	10.0	BURBANK-GLENDALE-PAS
2015-05-19	10.0	BURBANK-GLENDALE-PAS
2015-05-20	10.0	BURBANK-GLENDALE-PAS
2015-05-21	10.0	BURBANK-GLENDALE-PAS
2015-05-22	10.0	BURBANK-GLENDALE-PAS
2015-05-23	10.0	BURBANK-GLENDALE-PAS
2015-05-24	10.0	BURBANK-GLENDALE-PAS
2015-05-25	10.0	BURBANK-GLENDALE-PAS
2015-05-26	9.9	BURBANK-GLENDALE-PAS
2015-05-27	9.7	BURBANK-GLENDALE-PAS
