Raw Weather Data for La Canada Flintridge, CA
	Maximum Daily Temperature
2008-09-16	87.8	MOUNT WILSON
2008-09-17	78.8	MOUNT WILSON
2008-09-18	78.8	MOUNT WILSON
2008-09-19	77.0	MOUNT WILSON
2008-09-20	73.4	MOUNT WILSON
2008-09-21	73.4	MOUNT WILSON
2008-09-22	77.0	MOUNT WILSON
2008-09-23	80.6	MOUNT WILSON
2008-09-24	86.0	MOUNT WILSON
2008-09-25	86.0	MOUNT WILSON
2008-09-26	84.2	MOUNT WILSON
2008-09-27	82.4	MOUNT WILSON
2008-09-28	82.4	MOUNT WILSON
2008-09-29	82.4	MOUNT WILSON
2008-09-30	87.8	MOUNT WILSON
2008-10-01	86.0	MOUNT WILSON
2008-10-02	80.6	MOUNT WILSON
2008-10-03	69.8	MOUNT WILSON
2008-10-04	57.2	MOUNT WILSON
2008-10-05	68.0	MOUNT WILSON
2008-10-06	75.2	MOUNT WILSON
2008-10-07	80.6	MOUNT WILSON
2008-10-08	80.6	MOUNT WILSON
2008-10-09	75.2	MOUNT WILSON
2008-10-10	68.0	MOUNT WILSON
2008-10-11	55.4	MOUNT WILSON
2008-10-12	57.2	MOUNT WILSON
2008-10-13	64.4	MOUNT WILSON
2008-10-14	77.0	MOUNT WILSON
2008-10-15	77.0	MOUNT WILSON
2008-10-16	77.0	MOUNT WILSON
2008-10-17	80.6	MOUNT WILSON
2008-10-18	75.2	MOUNT WILSON
2008-10-19	71.6	MOUNT WILSON
2008-10-20	78.8	MOUNT WILSON
2008-10-21	78.8	MOUNT WILSON
2008-10-22	75.2	MOUNT WILSON
2008-10-23	93.0	BURBANK-GLENDALE-PAS
2008-10-24	80.6	MOUNT WILSON
2008-10-25	78.8	MOUNT WILSON
2008-10-26	78.8	MOUNT WILSON
2008-10-27	84.2	MOUNT WILSON
2008-10-28	82.4	MOUNT WILSON
2008-10-29	78.8	MOUNT WILSON
2008-10-30	73.4	MOUNT WILSON
2008-10-31	62.6	MOUNT WILSON
2008-11-01	59.0	MOUNT WILSON
2008-11-02	53.6	MOUNT WILSON
2008-11-03	50.0	MOUNT WILSON
2008-11-04	48.2	MOUNT WILSON
2008-11-05	60.8	MOUNT WILSON
2008-11-06	69.8	MOUNT WILSON
2008-11-07	69.8	MOUNT WILSON
2008-11-08	66.2	MOUNT WILSON
2008-11-09	53.6	MOUNT WILSON
2008-11-10	48.2	MOUNT WILSON
2008-11-11	59.0	MOUNT WILSON
2008-11-12	71.6	MOUNT WILSON
2008-11-13	82.4	MOUNT WILSON
2008-11-14	77.0	MOUNT WILSON
2008-11-15	71.6	MOUNT WILSON
2008-11-16	71.6	MOUNT WILSON
2008-11-17	73.4	MOUNT WILSON
2008-11-18	73.4	MOUNT WILSON
2008-11-19	73.4	MOUNT WILSON
2008-11-20	59.0	MOUNT WILSON
2008-11-21	71.6	MOUNT WILSON
2008-11-22	71.6	MOUNT WILSON
2008-11-23	66.2	MOUNT WILSON
2008-11-24	75.9	BURBANK-GLENDALE-PAS
2008-11-25	53.6	MOUNT WILSON
2008-11-26	46.4	MOUNT WILSON
2008-11-27	50.0	MOUNT WILSON
2008-11-28	59.0	MOUNT WILSON
2008-11-29	69.8	MOUNT WILSON
2008-11-30	71.6	MOUNT WILSON
2008-12-01	73.4	MOUNT WILSON
2008-12-02	68.0	MOUNT WILSON
2008-12-03	64.4	MOUNT WILSON
2008-12-04	55.4	MOUNT WILSON
2008-12-05	60.8	MOUNT WILSON
2008-12-06	64.4	MOUNT WILSON
2008-12-07	50.0	MOUNT WILSON
2008-12-08	46.4	MOUNT WILSON
2008-12-09	59.0	MOUNT WILSON
2008-12-10	68.0	MOUNT WILSON
2008-12-11	71.6	MOUNT WILSON
2008-12-12	59.0	MOUNT WILSON
2008-12-13	44.6	MOUNT WILSON
2008-12-14	33.8	MOUNT WILSON
2008-12-15	32.0	MOUNT WILSON
2008-12-16	33.8	MOUNT WILSON
2008-12-17	30.2	MOUNT WILSON
2008-12-18	37.4	MOUNT WILSON
2008-12-19	44.6	MOUNT WILSON
2008-12-20	55.4	MOUNT WILSON
2008-12-21	53.6	MOUNT WILSON
2008-12-22	42.8	MOUNT WILSON
2008-12-23	41.0	MOUNT WILSON
2008-12-24	33.8	MOUNT WILSON
2008-12-25	37.4	MOUNT WILSON
2008-12-26	33.8	MOUNT WILSON
2008-12-27	46.4	MOUNT WILSON
2008-12-28	64.4	MOUNT WILSON
2008-12-30	69.8	MOUNT WILSON
2008-12-31	64.4	MOUNT WILSON
2009-01-01	64.4	MOUNT WILSON
2009-01-02	59.0	MOUNT WILSON
2009-01-03	57.9	BURBANK-GLENDALE-PAS
2009-01-04	44.6	MOUNT WILSON
2009-01-05	44.6	MOUNT WILSON
2009-01-06	64.4	MOUNT WILSON
2009-01-07	69.8	MOUNT WILSON
2009-01-08	64.4	MOUNT WILSON
2009-01-09	59.0	MOUNT WILSON
2009-01-10	59.0	MOUNT WILSON
2009-01-11	69.8	MOUNT WILSON
2009-01-12	69.8	MOUNT WILSON
2009-01-13	68.0	MOUNT WILSON
2009-01-14	71.6	MOUNT WILSON
2009-01-15	69.8	MOUNT WILSON
2009-01-16	64.4	MOUNT WILSON
2009-01-17	66.2	MOUNT WILSON
2009-01-18	66.2	MOUNT WILSON
2009-01-19	68.0	MOUNT WILSON
2009-01-20	69.8	MOUNT WILSON
2009-01-21	60.8	MOUNT WILSON
2009-01-22	55.4	MOUNT WILSON
2009-01-23	46.4	MOUNT WILSON
2009-01-24	42.8	MOUNT WILSON
2009-01-25	37.4	MOUNT WILSON
2009-01-26	35.6	MOUNT WILSON
2009-01-27	44.6	MOUNT WILSON
2009-01-28	59.0	MOUNT WILSON
2009-01-29	60.8	MOUNT WILSON
2009-01-30	62.6	MOUNT WILSON
2009-01-31	62.6	MOUNT WILSON
2009-02-01	64.4	MOUNT WILSON
2009-02-02	69.8	MOUNT WILSON
2009-02-03	68.0	MOUNT WILSON
2009-02-04	64.4	MOUNT WILSON
2009-02-05	59.0	MOUNT WILSON
2009-02-06	37.4	MOUNT WILSON
2009-02-07	37.4	MOUNT WILSON
2009-02-08	33.8	MOUNT WILSON
2009-02-09	33.8	MOUNT WILSON
2009-02-10	44.6	MOUNT WILSON
2009-02-11	48.2	MOUNT WILSON
2009-02-12	44.6	MOUNT WILSON
2009-02-13	37.4	MOUNT WILSON
2009-02-14	41.0	MOUNT WILSON
2009-02-15	41.0	MOUNT WILSON
2009-02-16	37.4	MOUNT WILSON
2009-02-17	33.8	MOUNT WILSON
2009-02-18	50.0	MOUNT WILSON
2009-02-19	60.8	MOUNT WILSON
2009-02-20	64.4	MOUNT WILSON
2009-02-21	62.6	MOUNT WILSON
2009-02-22	53.6	MOUNT WILSON
2009-02-23	55.4	MOUNT WILSON
2009-02-24	64.4	MOUNT WILSON
2009-02-25	55.4	MOUNT WILSON
2009-02-26	57.2	MOUNT WILSON
2009-02-27	62.6	MOUNT WILSON
2009-02-28	69.8	MOUNT WILSON
2009-03-01	69.8	MOUNT WILSON
2009-03-02	53.6	MOUNT WILSON
2009-03-03	51.8	MOUNT WILSON
2009-03-04	44.6	MOUNT WILSON
2009-03-05	42.8	MOUNT WILSON
2009-03-06	46.4	MOUNT WILSON
2009-03-07	50.0	MOUNT WILSON
2009-03-08	46.4	MOUNT WILSON
2009-03-09	35.6	MOUNT WILSON
2009-03-10	53.6	MOUNT WILSON
2009-03-11	51.8	MOUNT WILSON
2009-03-12	51.8	MOUNT WILSON
2009-03-13	62.6	MOUNT WILSON
2009-03-14	59.0	MOUNT WILSON
2009-03-15	50.0	MOUNT WILSON
2009-03-16	64.4	MOUNT WILSON
2009-03-17	71.6	MOUNT WILSON
2009-03-18	69.8	MOUNT WILSON
2009-03-19	71.6	MOUNT WILSON
2009-03-20	68.0	MOUNT WILSON
2009-03-21	59.0	MOUNT WILSON
2009-03-22	53.6	MOUNT WILSON
2009-03-23	51.8	MOUNT WILSON
2009-03-24	62.6	MOUNT WILSON
2009-03-25	60.8	MOUNT WILSON
2009-03-26	64.4	MOUNT WILSON
2009-03-27	62.6	MOUNT WILSON
2009-03-28	64.4	MOUNT WILSON
2009-03-29	60.8	MOUNT WILSON
2009-03-30	59.0	MOUNT WILSON
2009-03-31	57.2	MOUNT WILSON
2009-04-01	62.6	MOUNT WILSON
2009-04-02	62.6	MOUNT WILSON
2009-04-03	55.4	MOUNT WILSON
2009-04-04	51.8	MOUNT WILSON
2009-04-05	64.4	MOUNT WILSON
2009-04-06	69.8	MOUNT WILSON
2009-04-07	62.6	MOUNT WILSON
2009-04-08	50.0	MOUNT WILSON
2009-04-09	51.8	MOUNT WILSON
2009-04-10	41.0	MOUNT WILSON
2009-04-11	46.4	MOUNT WILSON
2009-04-12	62.6	MOUNT WILSON
2009-04-13	64.4	MOUNT WILSON
2009-04-14	53.6	MOUNT WILSON
2009-04-15	44.6	MOUNT WILSON
2009-04-16	53.6	MOUNT WILSON
2009-04-17	64.4	MOUNT WILSON
2009-04-18	69.8	MOUNT WILSON
2009-04-19	78.8	MOUNT WILSON
2009-04-20	84.2	MOUNT WILSON
2009-04-21	82.4	MOUNT WILSON
2009-04-22	78.8	MOUNT WILSON
2009-04-23	69.8	MOUNT WILSON
2009-04-24	60.8	MOUNT WILSON
2009-04-25	55.4	MOUNT WILSON
2009-04-26	62.6	MOUNT WILSON
2009-04-27	59.0	MOUNT WILSON
2009-04-28	51.8	MOUNT WILSON
2009-04-29	60.8	MOUNT WILSON
2009-04-30	77.0	MOUNT WILSON
2009-05-01	73.4	MOUNT WILSON
2009-05-02	64.4	MOUNT WILSON
2009-05-03	68.0	MOUNT WILSON
2009-05-04	73.4	MOUNT WILSON
2009-05-05	75.2	MOUNT WILSON
2009-05-06	84.2	MOUNT WILSON
2009-05-07	84.2	MOUNT WILSON
2009-05-08	82.4	MOUNT WILSON
2009-05-09	80.6	MOUNT WILSON
2009-05-10	80.6	MOUNT WILSON
2009-05-11	78.8	MOUNT WILSON
2009-05-12	82.4	MOUNT WILSON
2009-05-13	80.6	MOUNT WILSON
2009-05-14	77.0	MOUNT WILSON
2009-05-15	82.4	MOUNT WILSON
2009-05-16	86.0	MOUNT WILSON
2009-05-17	84.2	MOUNT WILSON
2009-05-18	82.4	MOUNT WILSON
2009-05-19	77.0	MOUNT WILSON
2009-05-20	75.2	MOUNT WILSON
2009-05-21	73.4	MOUNT WILSON
2009-05-22	69.8	MOUNT WILSON
2009-05-23	69.8	MOUNT WILSON
2009-05-24	69.8	MOUNT WILSON
2009-05-25	77.0	MOUNT WILSON
2009-05-26	78.8	MOUNT WILSON
2009-05-27	80.6	MOUNT WILSON
2009-05-28	80.6	MOUNT WILSON
2009-05-29	82.4	MOUNT WILSON
2009-05-30	82.4	MOUNT WILSON
2009-05-31	77.0	MOUNT WILSON
2009-06-01	73.4	MOUNT WILSON
2009-06-02	69.8	MOUNT WILSON
2009-06-03	68.0	MOUNT WILSON
2009-06-04	60.8	MOUNT WILSON
2009-06-05	51.8	MOUNT WILSON
2009-06-06	46.4	MOUNT WILSON
2009-06-07	55.4	MOUNT WILSON
2009-06-08	60.8	MOUNT WILSON
2009-06-09	60.8	MOUNT WILSON
2009-06-10	55.4	MOUNT WILSON
2009-06-11	57.2	MOUNT WILSON
2009-06-12	62.6	MOUNT WILSON
2009-06-13	59.0	MOUNT WILSON
2009-06-14	59.0	MOUNT WILSON
2009-06-15	59.0	MOUNT WILSON
2009-06-16	64.4	MOUNT WILSON
2009-06-17	71.6	MOUNT WILSON
2009-06-18	78.8	MOUNT WILSON
2009-06-19	82.4	MOUNT WILSON
2009-06-20	78.8	MOUNT WILSON
2009-06-21	62.6	MOUNT WILSON
2009-06-22	73.4	MOUNT WILSON
2009-06-23	78.8	MOUNT WILSON
2009-06-24	78.8	MOUNT WILSON
2009-06-25	77.0	MOUNT WILSON
2009-06-26	78.8	MOUNT WILSON
2009-06-27	87.8	MOUNT WILSON
2009-06-28	87.8	MOUNT WILSON
2009-06-29	87.8	MOUNT WILSON
2009-06-30	82.4	MOUNT WILSON
2009-07-01	82.4	MOUNT WILSON
2009-07-02	82.4	MOUNT WILSON
2009-07-03	82.4	MOUNT WILSON
2009-07-04	80.6	MOUNT WILSON
2009-07-05	80.6	MOUNT WILSON
2009-07-06	80.6	MOUNT WILSON
2009-07-07	82.4	MOUNT WILSON
2009-07-08	78.8	MOUNT WILSON
2009-07-09	77.0	MOUNT WILSON
2009-07-10	80.6	MOUNT WILSON
2009-07-11	82.4	MOUNT WILSON
2009-07-12	82.4	MOUNT WILSON
2009-07-13	82.4	MOUNT WILSON
2009-07-14	82.4	MOUNT WILSON
2009-07-15	86.0	MOUNT WILSON
2009-07-16	89.6	MOUNT WILSON
2009-07-17	91.4	MOUNT WILSON
2009-07-18	93.2	MOUNT WILSON
2009-07-19	95.0	MOUNT WILSON
2009-07-20	87.8	MOUNT WILSON
2009-07-21	87.8	MOUNT WILSON
2009-07-22	87.8	MOUNT WILSON
2009-07-23	87.8	MOUNT WILSON
2009-07-24	86.0	MOUNT WILSON
2009-07-25	86.0	MOUNT WILSON
2009-07-26	86.0	MOUNT WILSON
2009-07-27	87.8	MOUNT WILSON
2009-07-28	86.0	MOUNT WILSON
2009-07-29	86.0	MOUNT WILSON
2009-07-30	86.0	MOUNT WILSON
2009-07-31	86.0	MOUNT WILSON
2009-08-01	84.2	MOUNT WILSON
2009-08-02	82.4	MOUNT WILSON
2009-08-03	82.4	MOUNT WILSON
2009-08-04	86.0	MOUNT WILSON
2009-08-05	86.0	MOUNT WILSON
2009-08-06	80.6	MOUNT WILSON
2009-08-07	68.0	MOUNT WILSON
2009-08-08	77.0	MOUNT WILSON
2009-08-09	82.4	MOUNT WILSON
2009-08-10	86.0	MOUNT WILSON
2009-08-11	86.0	MOUNT WILSON
2009-08-12	84.2	MOUNT WILSON
2009-08-13	82.4	MOUNT WILSON
2009-08-14	80.6	MOUNT WILSON
2009-08-15	78.8	MOUNT WILSON
2009-08-16	80.6	MOUNT WILSON
2009-08-17	84.2	MOUNT WILSON
2009-08-18	87.8	MOUNT WILSON
2009-08-19	89.6	MOUNT WILSON
2009-08-20	86.0	MOUNT WILSON
2009-08-21	86.0	MOUNT WILSON
2009-08-22	78.8	MOUNT WILSON
2009-08-23	77.0	MOUNT WILSON
2009-08-24	77.0	MOUNT WILSON
2009-08-25	80.6	MOUNT WILSON
2009-08-26	82.4	MOUNT WILSON
2009-08-27	93.2	MOUNT WILSON
2009-08-28	91.4	MOUNT WILSON
2009-08-29	95.0	MOUNT WILSON
2009-08-30	91.4	MOUNT WILSON
2009-08-31	86.0	MOUNT WILSON
2009-09-01	84.2	MOUNT WILSON
2009-09-02	87.8	MOUNT WILSON
2009-09-03	86.0	MOUNT WILSON
2009-09-04	86.0	MOUNT WILSON
2009-09-05	82.4	MOUNT WILSON
2009-09-06	78.8	MOUNT WILSON
2009-09-07	78.8	MOUNT WILSON
2009-09-08	78.8	MOUNT WILSON
2009-09-09	82.4	MOUNT WILSON
2009-09-10	87.8	MOUNT WILSON
2009-09-11	89.6	MOUNT WILSON
2009-09-12	80.6	MOUNT WILSON
2009-09-13	75.2	MOUNT WILSON
2009-09-14	66.2	MOUNT WILSON
2009-09-15	80.6	MOUNT WILSON
2009-09-16	84.2	MOUNT WILSON
2009-09-17	84.2	MOUNT WILSON
2009-09-18	89.6	MOUNT WILSON
2009-09-19	86.0	MOUNT WILSON
2009-09-20	80.6	MOUNT WILSON
2009-09-21	87.8	MOUNT WILSON
2009-09-22	89.6	MOUNT WILSON
2009-09-23	87.8	MOUNT WILSON
2009-09-24	87.8	MOUNT WILSON
2009-09-25	91.4	MOUNT WILSON
2009-09-26	95.0	MOUNT WILSON
2009-09-27	91.4	MOUNT WILSON
2009-09-28	86.0	MOUNT WILSON
2009-09-29	78.8	MOUNT WILSON
2009-09-30	75.2	MOUNT WILSON
2009-10-01	77.0	MOUNT WILSON
2009-10-02	77.0	MOUNT WILSON
2009-10-03	66.2	MOUNT WILSON
2009-10-04	55.4	MOUNT WILSON
2009-10-05	59.0	MOUNT WILSON
2009-10-06	60.8	MOUNT WILSON
2009-10-07	57.2	MOUNT WILSON
2009-10-08	69.8	MOUNT WILSON
2009-10-09	69.8	MOUNT WILSON
2009-10-10	69.8	MOUNT WILSON
2009-10-11	68.0	MOUNT WILSON
2009-10-12	59.0	MOUNT WILSON
2009-10-13	44.6	MOUNT WILSON
2009-10-14	55.4	MOUNT WILSON
2009-10-15	78.8	MOUNT WILSON
2009-10-16	80.6	MOUNT WILSON
2009-10-17	78.8	MOUNT WILSON
2009-10-18	73.4	MOUNT WILSON
2009-10-19	69.8	MOUNT WILSON
2009-10-20	64.4	MOUNT WILSON
2009-10-21	73.4	MOUNT WILSON
2009-10-22	73.4	MOUNT WILSON
2009-10-23	73.4	MOUNT WILSON
2009-10-24	77.0	MOUNT WILSON
2009-10-25	77.0	MOUNT WILSON
2009-10-26	71.6	MOUNT WILSON
2009-10-27	68.0	MOUNT WILSON
2009-10-28	48.2	MOUNT WILSON
2009-10-29	55.4	MOUNT WILSON
2009-10-30	68.0	MOUNT WILSON
2009-10-31	75.2	MOUNT WILSON
2009-11-01	75.2	MOUNT WILSON
2009-11-02	77.0	MOUNT WILSON
2009-11-03	80.6	MOUNT WILSON
2009-11-04	71.6	MOUNT WILSON
2009-11-05	62.6	MOUNT WILSON
2009-11-06	68.0	MOUNT WILSON
2009-11-07	64.4	MOUNT WILSON
2009-11-08	68.0	MOUNT WILSON
2009-11-09	69.8	MOUNT WILSON
2009-11-10	73.4	MOUNT WILSON
2009-11-11	62.6	MOUNT WILSON
2009-11-12	55.4	MOUNT WILSON
2009-11-13	51.8	MOUNT WILSON
2009-11-14	55.4	MOUNT WILSON
2009-11-15	60.8	MOUNT WILSON
2009-11-16	68.0	MOUNT WILSON
2009-11-17	68.0	MOUNT WILSON
2009-11-18	60.8	MOUNT WILSON
2009-11-19	66.2	MOUNT WILSON
2009-11-20	59.0	MOUNT WILSON
2009-11-21	59.0	MOUNT WILSON
2009-11-22	64.4	MOUNT WILSON
2009-11-23	66.2	MOUNT WILSON
2009-11-24	62.6	MOUNT WILSON
2009-11-25	64.4	MOUNT WILSON
2009-11-26	68.0	MOUNT WILSON
2009-11-27	60.8	MOUNT WILSON
2009-11-28	50.0	MOUNT WILSON
2009-11-29	51.8	MOUNT WILSON
2009-11-30	60.8	MOUNT WILSON
2009-12-01	59.0	MOUNT WILSON
2009-12-02	60.8	MOUNT WILSON
2009-12-03	60.8	MOUNT WILSON
2009-12-04	59.0	MOUNT WILSON
2009-12-05	50.0	MOUNT WILSON
2009-12-06	35.6	MOUNT WILSON
2009-12-07	33.8	MOUNT WILSON
2009-12-08	41.0	MOUNT WILSON
2009-12-09	46.4	MOUNT WILSON
2009-12-10	55.4	MOUNT WILSON
2009-12-16	64.4	MOUNT WILSON
2009-12-17	64.4	MOUNT WILSON
2009-12-18	68.0	MOUNT WILSON
2009-12-19	64.4	MOUNT WILSON
2009-12-20	59.0	MOUNT WILSON
2009-12-21	50.0	MOUNT WILSON
2009-12-22	44.6	MOUNT WILSON
2009-12-23	53.6	MOUNT WILSON
2009-12-24	57.2	MOUNT WILSON
2009-12-25	53.6	MOUNT WILSON
2009-12-26	50.0	MOUNT WILSON
2009-12-27	50.0	MOUNT WILSON
2009-12-28	53.6	MOUNT WILSON
2009-12-29	46.4	MOUNT WILSON
2009-12-30	37.4	MOUNT WILSON
2009-12-31	59.0	MOUNT WILSON
2009-12-11	46.4	MOUNT WILSON
2009-12-12	42.8	MOUNT WILSON
2009-12-13	44.6	MOUNT WILSON
2009-12-14	51.8	MOUNT WILSON
2009-12-15	57.2	MOUNT WILSON
2010-01-01	64.4	MOUNT WILSON
2010-01-02	66.2	MOUNT WILSON
2010-01-03	68.0	MOUNT WILSON
2010-01-04	59.0	MOUNT WILSON
2010-01-05	64.4	MOUNT WILSON
2010-01-06	64.4	MOUNT WILSON
2010-01-07	66.2	MOUNT WILSON
2010-01-08	62.6	MOUNT WILSON
2010-01-09	62.6	MOUNT WILSON
2010-01-10	68.0	MOUNT WILSON
2010-01-11	62.6	MOUNT WILSON
2010-01-12	62.6	MOUNT WILSON
2010-01-13	53.6	MOUNT WILSON
2010-01-14	59.0	MOUNT WILSON
2010-01-15	60.8	MOUNT WILSON
2010-01-16	53.6	MOUNT WILSON
2010-01-17	46.4	MOUNT WILSON
2010-01-18	41.0	MOUNT WILSON
2010-01-19	37.4	MOUNT WILSON
2010-01-20	33.8	MOUNT WILSON
2010-01-21	35.6	MOUNT WILSON
2010-01-22	33.8	MOUNT WILSON
2010-01-23	37.4	MOUNT WILSON
2010-01-24	55.4	MOUNT WILSON
2010-01-25	60.8	MOUNT WILSON
2010-01-26	51.8	MOUNT WILSON
2010-01-27	53.6	MOUNT WILSON
2010-01-28	57.2	MOUNT WILSON
2010-01-29	53.6	MOUNT WILSON
2010-01-30	51.8	MOUNT WILSON
2010-01-31	53.6	MOUNT WILSON
2010-02-01	55.4	MOUNT WILSON
2010-02-02	50.0	MOUNT WILSON
2010-02-03	55.4	MOUNT WILSON
2010-02-04	51.8	MOUNT WILSON
2010-02-05	39.2	MOUNT WILSON
2010-02-06	41.0	MOUNT WILSON
2010-02-07	33.8	MOUNT WILSON
2010-02-08	48.2	MOUNT WILSON
2010-02-09	41.0	MOUNT WILSON
2010-02-10	64.4	BURBANK-GLENDALE-PAS
2010-02-11	62.1	BURBANK-GLENDALE-PAS
2010-02-12	66.9	BURBANK-GLENDALE-PAS
2010-02-13	78.1	BURBANK-GLENDALE-PAS
2010-02-14	82.0	BURBANK-GLENDALE-PAS
2010-02-15	80.1	BURBANK-GLENDALE-PAS
2010-02-16	81.0	BURBANK-GLENDALE-PAS
2010-02-17	80.1	BURBANK-GLENDALE-PAS
2010-02-18	73.9	BURBANK-GLENDALE-PAS
2010-02-19	64.9	BURBANK-GLENDALE-PAS
2010-02-20	61.0	BURBANK-GLENDALE-PAS
2010-02-21	60.1	BURBANK-GLENDALE-PAS
2010-02-22	64.9	BURBANK-GLENDALE-PAS
2010-02-23	64.9	BURBANK-GLENDALE-PAS
2010-02-24	64.4	BURBANK-GLENDALE-PAS
2010-02-25	68.0	BURBANK-GLENDALE-PAS
2010-02-26	72.0	BURBANK-GLENDALE-PAS
2010-02-27	66.9	BURBANK-GLENDALE-PAS
2010-02-28	64.4	BURBANK-GLENDALE-PAS
2010-03-01	70.0	BURBANK-GLENDALE-PAS
2010-03-02	64.9	BURBANK-GLENDALE-PAS
2010-03-03	60.8	BURBANK-GLENDALE-PAS
2010-03-04	63.0	BURBANK-GLENDALE-PAS
2010-03-05	66.0	BURBANK-GLENDALE-PAS
2010-03-06	63.0	BURBANK-GLENDALE-PAS
2010-03-07	62.6	BURBANK-GLENDALE-PAS
2010-03-08	62.6	BURBANK-GLENDALE-PAS
2010-03-09	57.2	BURBANK-GLENDALE-PAS
2010-03-10	62.1	BURBANK-GLENDALE-PAS
2010-03-11	64.9	BURBANK-GLENDALE-PAS
2010-03-12	68.0	BURBANK-GLENDALE-PAS
2010-03-13	64.4	BURBANK-GLENDALE-PAS
2010-03-14	70.0	BURBANK-GLENDALE-PAS
2010-03-15	80.1	BURBANK-GLENDALE-PAS
2010-03-16	84.2	BURBANK-GLENDALE-PAS
2010-03-17	84.0	BURBANK-GLENDALE-PAS
2010-03-18	82.0	BURBANK-GLENDALE-PAS
2010-03-19	77.0	BURBANK-GLENDALE-PAS
2010-03-20	80.6	BURBANK-GLENDALE-PAS
2010-03-21	80.1	BURBANK-GLENDALE-PAS
2010-03-22	77.0	BURBANK-GLENDALE-PAS
2010-03-23	77.0	BURBANK-GLENDALE-PAS
2010-03-24	73.9	BURBANK-GLENDALE-PAS
2010-03-25	71.1	BURBANK-GLENDALE-PAS
2010-03-26	75.9	BURBANK-GLENDALE-PAS
2010-03-27	82.4	BURBANK-GLENDALE-PAS
2010-03-28	82.4	BURBANK-GLENDALE-PAS
2010-03-29	80.1	BURBANK-GLENDALE-PAS
2010-03-30	73.9	BURBANK-GLENDALE-PAS
2010-03-31	62.6	BURBANK-GLENDALE-PAS
2010-04-01	60.8	BURBANK-GLENDALE-PAS
2010-04-02	66.0	BURBANK-GLENDALE-PAS
2010-04-03	66.9	BURBANK-GLENDALE-PAS
2010-04-04	64.0	BURBANK-GLENDALE-PAS
2010-04-05	66.0	BURBANK-GLENDALE-PAS
2010-04-06	71.6	BURBANK-GLENDALE-PAS
2010-04-07	80.6	BURBANK-GLENDALE-PAS
2010-04-08	81.0	BURBANK-GLENDALE-PAS
2010-04-09	78.1	BURBANK-GLENDALE-PAS
2010-04-10	68.0	BURBANK-GLENDALE-PAS
2010-04-11	62.1	BURBANK-GLENDALE-PAS
2010-04-12	60.8	BURBANK-GLENDALE-PAS
2010-04-13	64.9	BURBANK-GLENDALE-PAS
2010-04-14	69.1	BURBANK-GLENDALE-PAS
2010-04-15	71.6	BURBANK-GLENDALE-PAS
2010-04-16	71.1	BURBANK-GLENDALE-PAS
2010-04-17	75.9	BURBANK-GLENDALE-PAS
2010-04-18	78.1	BURBANK-GLENDALE-PAS
2010-04-19	73.4	BURBANK-GLENDALE-PAS
2010-04-20	69.8	BURBANK-GLENDALE-PAS
2010-04-21	59.0	BURBANK-GLENDALE-PAS
2010-04-22	57.2	BURBANK-GLENDALE-PAS
2010-04-23	66.9	BURBANK-GLENDALE-PAS
2010-04-24	71.1	BURBANK-GLENDALE-PAS
2010-04-25	75.9	BURBANK-GLENDALE-PAS
2010-04-26	78.8	BURBANK-GLENDALE-PAS
2010-04-27	73.9	BURBANK-GLENDALE-PAS
2010-04-28	64.4	BURBANK-GLENDALE-PAS
2010-04-29	64.9	BURBANK-GLENDALE-PAS
2010-04-30	73.9	BURBANK-GLENDALE-PAS
2010-05-01	75.0	BURBANK-GLENDALE-PAS
2010-05-02	75.0	BURBANK-GLENDALE-PAS
2010-05-03	80.6	BURBANK-GLENDALE-PAS
2010-05-04	80.1	BURBANK-GLENDALE-PAS
2010-05-05	75.2	BURBANK-GLENDALE-PAS
2010-05-06	75.0	BURBANK-GLENDALE-PAS
2010-05-07	82.4	BURBANK-GLENDALE-PAS
2010-05-08	80.1	BURBANK-GLENDALE-PAS
2010-05-09	73.9	BURBANK-GLENDALE-PAS
2010-05-10	64.9	BURBANK-GLENDALE-PAS
2010-05-11	70.0	BURBANK-GLENDALE-PAS
2010-05-12	73.9	BURBANK-GLENDALE-PAS
2010-05-13	75.2	BURBANK-GLENDALE-PAS
2010-05-14	75.0	BURBANK-GLENDALE-PAS
2010-05-15	79.0	BURBANK-GLENDALE-PAS
2010-05-16	73.4	BURBANK-GLENDALE-PAS
2010-05-17	68.0	BURBANK-GLENDALE-PAS
2010-05-18	68.0	BURBANK-GLENDALE-PAS
2010-05-19	75.9	BURBANK-GLENDALE-PAS
2010-05-20	84.0	BURBANK-GLENDALE-PAS
2010-05-21	81.0	BURBANK-GLENDALE-PAS
2010-05-22	70.0	BURBANK-GLENDALE-PAS
2010-05-23	66.2	BURBANK-GLENDALE-PAS
2010-05-24	69.1	BURBANK-GLENDALE-PAS
2010-05-25	71.1	BURBANK-GLENDALE-PAS
2010-05-26	71.1	BURBANK-GLENDALE-PAS
2010-05-27	70.0	BURBANK-GLENDALE-PAS
2010-05-28	73.4	BURBANK-GLENDALE-PAS
2010-05-29	84.2	BURBANK-GLENDALE-PAS
2010-05-30	84.2	BURBANK-GLENDALE-PAS
2010-05-31	80.6	BURBANK-GLENDALE-PAS
2010-06-01	73.0	BURBANK-GLENDALE-PAS
2010-06-02	75.2	BURBANK-GLENDALE-PAS
2010-06-03	79.0	BURBANK-GLENDALE-PAS
